Order ID	Job ID	Job Name	Job Description	Imprints
56692	11775	ThoughtWorks NYC Well-Behaved 2014 - 2CF  2CB	2 color white and yellow print on front and back	Screen Print 2-C Front	Screen Print 2-C Back
56693	11776	Jurassic Puck 2 (1cf  transfer back)	""	Screen Print 1-C Front
56669	11797	Additional Garments (EMB)	""	Embroidery
56701	11799	Voldemort Tote (DTG-381W)	""	Direct To Garment Front (White Base)
56702	11800	SOA Hockey (1cf  numbers)	""	Screen Print 1-C Front
56703	11801	Taylor Made Quicken (1cs  1cs  1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back	Screen Print 1-C Sleeve
56704	11802	Taylor Made Quicken (1cs  1cs  1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back	Screen Print 1-C Sleeve
56705	11803	Job 1 - DTG 782 Front and Back	""	Direct To Garment Front Back (White Base)
56705	11804	Job 2 - DTG 782 Front and Back	""	Direct To Garment Front Back (White Base)
56706	11805	Watts Roofing (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56708	11807	Are you Ready for Judgement Day? (1cf  transfer back)	""	Screen Print 1-C Front
56709	11808	Gold Medal Modified (1cf  1cb (UNIQUE NAMES ON EACH)	""	Screen Print 1-C Front	Screen Print 1-C Back
56709	11809	Ride or Die (1cf  1cb) Custom Names	""	Screen Print 1-C Front	Screen Print 1-C Back
56710	11810	Tropics Basketball (1cf  numbers) Reversible	""	Screen Print 1-C Front
56711	11811	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56712	11812	Alpha Kappa Psi Rush (RUSH) (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56713	11813	DG Dental Volleyball  (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56714	11814	Asahi Kasei Sleeve Prints (1 color sleeve)	""	Screen Print 1-C Sleeve
56715	11815	Milidrag Tees (1cf)	""	Screen Print 1-C Front
56716	11816	Bemis Farms Child Care	""	EMB-F
56716	11817	Long Sleeves and Tees (2cf)	""	Screen Print 2-C Front
56717	11818	Chem-E Tees (2cf)	""	Screen Print 2-C Front
56718	11819	Black History Month (DTG-381W)	""	Direct To Garment Front (White Base)
56718	11820	White Logo (1cf)	""	Screen Print 1-C Front
56718	11821	Black Logo (1cf)	""	Screen Print 1-C Front
56718	11822	Royal Logo (1cf)	""	Screen Print 1-C Front
56718	11823	Cheetah (dtg)	""	Direct To Garment Front
56719	11824	Easter Seals: For Women Only 2014 - 2CF  2CS	Black hockey hoody lightweight fleece with white and red print on left chest and right sleeve	Screen Print 2-C Front	Screen Print 2-C Sleeve
56720	11825	How to train your dragon--DMUM (1cf)	""	Screen Print 1-C Front
56721	11826	Sigma Phi Rush Shirts (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56722	11827	Fetchnotes (1cf)	""	Screen Print 1-C Front
56723	11828	Ruth Kicks Ass  (DTG-381W)	""	Direct To Garment Front (White Base)
56725	11830	Black Tees (2cf)	""	Screen Print 2-C Front
56725	11831	Oxford Tees (2cf)	""	Screen Print 2-C Front
56726	11832	Yak's A (2cf)	""	Screen Print 2-C Front
56727	11833	#Holy Empire Reprint	""	DTG-NW-F
56728	11834	Aaron Add-ons	Polo and pullover for embroidery	Embroidery
56729	11835	Name (left chest)	""	EMB-LC-AP	 EMB-RC-AP	 EMB-BLC	 EMB-BRC	 EMB-BT
56729	11836	POW MIA (EMB)	""	Embroidery
56729	11837	MIA Recovery Team (Top Back) (EMB)	""	Embroidery
56729	11851	List of Names (emb)	""	Embroidery
56735	11853	DMUM--OPS (dtg-381)	""	Direct To Garment Front (White Base)
56736	11854	Quicken Loans (TEAM BPS)  (SP/ DTG-381W)	""	Direct To Garment Front (White Base)
56737	11855	Romulus Basketball (Kenny EMB)	""	Embroidery
56738	11856	1cF/0cB	""	Screen Print 1-C Front
56706	11857	White and Red Print (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56739	11858	Knight in Diapers - 1CF	Triblend tees with white print on front	Screen Print 1-C Front
56724	11859	17.25x11.25x10	""	1C-F
56724	11860	12x12x8 boxes	""	1C-F
56740	11861	Bachelorette Party V-Necks (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56741	11862	Never Give Up (White Print) (1cf)	""	Screen Print 1-C Front
56741	11863	Never Give Up (Black Print) (1cf)	""	Screen Print 1-C Front
56741	11864	Mountain Logo (1cf)	""	Screen Print 1-C Front
56742	11865	Project Playdate (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56743	11866	Barcenal Soccer (Dtg-381W)	""	Direct To Garment Front (White Base)
56748	11871	Dark Garments	""	2C-LC	2C-B
56749	11872	FCMA Jackets (EMB)	""	Embroidery
56750	11873	Ohaycon Tees (dtg-381)	""	Direct To Garment Front (White Base)
56751	11874	Disney 5K Run  (Dtg-381NW)	""	Direct To Garment Front
56752	11876	Jerseys  1cf  numbers (reversible)	""	Screen Print 1-C Front
56761	11907	Hockey Champion Tees (2cf)	""	Screen Print 2-C Front
56754	11877	Rye Rye Krispie (dtg-381)	""	Direct To Garment Front (White Base)
56754	11878	Sunshine (dtg-381)	""	Direct To Garment Front (White Base)
56755	11879	"Job 1 - ""AXiD Big"" - Navy thread on white garment"	"Arial ""Block"" font."	Embroidery
56755	11880	"Job 2 - ""AXiD Little"" - White thread on black garment"	"Arial ""Block"" Font"	Embroidery
56756	11881	Michigan Grandma (white thread)	""	Embroidery
56762	11908	Faith Encouragement Ministries (EMB)	""	Embroidery
56763	11909	43D MED DET (VSS) - 5CF  6CB	Tultex shirts with a print on the left chest and full back.	Screen Print 5-C Front	Screen Print 6-C Back
56764	11910	SFCE (2cf)	""	Screen Print 2-C Front
56765	11911	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56766	11912	Collected not Connected (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56777	11946	Job 1 - Blue shirts with white print - DTG 782 F/B	""	Direct To Garment Front Back (White Base)
56777	11947	Job 2 - White shirt with red 10 - DTG 541 F/B	""	Direct To Garment Front Back
56777	11948	Job 3 - White shirt with blue 10 - DTG 541 F/B	""	Direct To Garment Front Back
56784	11976	USA (2cf 1cb)	""	Screen Print 2-C Front	Screen Print 1-C Back
56784	11977	Canada (2cf  1cb)	""	Screen Print 2-C Front	Screen Print 1-C Back
56785	11978	Cat Tee Reprint (dtg-381W)	""	Direct To Garment Front (White Base)
56786	11979	UMich Biophysics symposium (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56787	11980	514 Eagle Nation Reprint (1cf  1cf)	""	Screen Print 1-C Front
56792	11993	If Mama ain't happy...	""	DTG-W-F
56794	11996	MRPR Reprint (1cf 1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56795	11997	Diversified Janitorial Services (1cf)	""	Screen Print 1-C Front
56796	11998	ODVA Wine Tester (1cf)	""	Screen Print 1-C Front
56799	12001	CHS World Language (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56800	12006	DMUM Dancer Engagement  (2cf)	""	Screen Print 2-C Front
56801	12007	One on One Youth Tees (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56802	12008	Silvio's Polo (emb)	""	Embroidery
56803	12011	2020 (2cf  1cb)	""	Screen Print 2-C Front	Screen Print 1-C Back
56803	12013	2018 (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56804	12014	Edwards Catering  (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56805	12015	Got MLK? (1cb)	""	Screen Print 1-C Back
56806	12016	Haney Tees and Fleece - DTGW	Tall Tees and fleece with GT3 print on front and back	Direct To Garment Front (White Base)
56807	12022	Smokers Edition (dtg-381W) Black Tee	""	Direct To Garment Front (White Base)
56849	12121	Foresee (EMB)	""	Embroidery
56807	12019	Cheetah Print	""	DTG-W-F
56807	12020	Black Logo (Transfer)	""	TR-F
56807	12021	White Print (DTG)	""	Direct To Garment Front
56807	12023	Pink Design (Dtg-381W)	""	Direct To Garment Front (White Base)
56807	12024	Royal Blue Print (DTG-381W)	""	Direct To Garment Front (White Base)
56809	12026	MAZAA Jackets (Jan 14) (1cs  transfer front  2cb)	""	Screen Print 2-C Back	Screen Print 1-C Sleeve
56810	12027	KBK Embroidery	"Yellow For KBK landscaping--

Neon Green for Tree"	Embroidery
56811	12028	Job 1 - 1cF/0cB White Ink	""	Screen Print 1-C Front
56828	12070	Ervin Polos	""	EMB-F
56812	12030	Three Oaks Tees (2cf)	""	Screen Print 2-C Front
56813	12033	Inksoft Faraj	""	1C-F
56803	12111	Class of 2019-Napier	""	2C-F	 2C-B
56817	12041	Ann Arbor Pumas (2cf)	""	Screen Print 2-C Front
56817	12042	Polos (2cf)	""	Screen Print 2-C Front
56816	12043	1cF/0cB	""	Screen Print 1-C Front
56817	12044	Sweatshirts (2cf)	""	Screen Print 2-C Front
56818	12046	Huron Contracting (Jan 2014)  (2cf)	""	Screen Print 2-C Front
56819	12047	Blasshaus - 1CF/1CB	""	Screen Print 1-C Front	Screen Print 1-C Back
56820	12048	Normal Print - No Additions - 1CF  1CB	White ink on front and back	Screen Print 1-C Front	Screen Print 1-C Back
56820	12049	"Captain's Print - ""C"" on left chest - 1CF  1CB"	White ink on front and back	Screen Print 1-C Front	Screen Print 1-C Back
56820	12051	Crew Print - 1CF. 1CB	"White ink on front and back  same as main order plus ""CREW"" on back"	Screen Print 1-C Front	Screen Print 1-C Back
56820	12052	Normal Print - Youth Screen	White ink on front and back	1C-F	1C-B
56820	12054	CPT Polos	Embroidered navy polos	Embroidery
56821	12055	DMUM CPT (2cf)	""	Screen Print 2-C Front
56822	12056	Western Mat Cats (1cf)	""	Screen Print 1-C Front
56822	12057	Shorts (1cf)	""	Screen Print 1-C Front
56822	12058	Same Front (No Name on Back)	""	1C-F
56822	12059	Sweat Pants (1cf)	""	Screen Print 1-C Front
56806	12060	Applique	Applique home logo on back	APP
56821	12061	99 Problems Tanks (dtg-381)	""	Direct To Garment Front (White Base)
56823	12062	Charge Syndrome Extras (DTG)	""	Direct To Garment Front
56824	12063	1cF/0cB	""	Screen Print 1-C Front
56825	12064	"Job 1 - Shirts - 1cF/Unique Name (2"" White Full Block)"	""	Screen Print 1-C Front
56826	12065	Dr. Lutz Fleece (Jan 14)	""	EMB-F
56825	12066	"Job 2 - Sweatpants - 1cF + Unique Number (3"" White Full Block)"	JUST NUMBER  NO EXTRA PRINT.	Screen Print 1-C Front
56825	12067	Job 3 - Fleece - 1cF Stock Font Embroidery	""	Screen Print 1-C Front	Embroidery
56827	12068	5cF/0cB	""	Screen Print 5-C Front
56811	12069	Job 2 - 3cF/0cB	""	Screen Print 3-C Front
56832	12075	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56831	12073	DMUM Pod 3 (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56830	12074	DTG 541 Front and Back	""	Direct To Garment Front Back
56817	12078	Late Additions--Polo	""	2C-F
56834	12079	Support Tees (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56838	12090	Drumcode Tees (dtg-381W)	""	Direct To Garment Front (White Base)
56839	12091	DMUM-Pod 2	""	2C-F
56822	12092	Adult Garments with Names	""	1C-F	 TR-B
56822	12093	Adult Garments (No Names)	""	1C-F
56828	12094	Alternate Polo	""	EMB-F
56842	12103	Sister 2 Sister (Dec 2013) - Reprint - 1CF  1CB	""	Screen Print 1-C Front	Screen Print 1-C Back
56843	12104	Michigan Biophys Part 2 (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56844	12105	Eisenhower Center EMB	""	Embroidery
56845	12106	Pike Hats (EMB)	""	Embroidery
56846	12107	Broken Jacket Reprint (1cf  1cb) Name on right chest	""	Screen Print 1-C Front	Screen Print 1-C Back
56846	12108	Sesame Street Logo (3cb) + names	""	Screen Print 3-C Back
56846	12109	Name On Front Only	""	TR-RS
56847	12119	Bowling Shirts (transfer +3cb)	""	Screen Print 3-C Back
56848	12120	Pregnancy Tee	""	DTG-NW-F
56850	12122	Mi Choice Jacket	""	EMB-LC
56857	12142	Genze - 3CF(3SF)	""	Screen Print 3-C Front	Screen Print 3-C Front Sleeve
56860	12145	Evangel Winter Camp (2cf)	""	Screen Print 2-C Front
56862	12151	DMUM Special Events Dream Team (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56863	12152	ODVA wine coozies	""	1C-F
56867	12172	UBE Machinery	""	EMB-RC
56871	12175	One Billion Rising (Jan 2014)	""	DTG-NW-F
56872	12176	Asahi Kasei Extra	""	DTG-NW-LC	 DTG-NW-RSP
56873	12177	Silvios Polo (EMB)	""	Embroidery
56874	12178	Design 1 (Light Bag)	""	DTG-NW-F
56874	12180	Design 1 (Dark Bag)	""	DTG-W-F
56874	12181	Design 2 (Light)	""	DTG-NW-F
56874	12182	Design 2 (dark)	""	DTG-W-F
56828	12183	Navy Polo (EMB)	""	Embroidery
56875	12188	USC Conference Tees (1cf  1cs)	""	Screen Print 1-C Front	Screen Print 1-C Sleeve
56876	12189	Job 1 - Adult - 2cF	""	Screen Print 2-C Front
56876	12191	Job 2 - Child - 2cF	""	Screen Print 2-C Front
56877	12192	2cF/0cB	""	Screen Print 2-C Front
56846	12193	Additional Sweatshirt (3cb) (SAME PRINT AS JOB 2)	""	Screen Print 3-C Back
56878	12194	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56879	12195	2cF/2cB	""	Screen Print 2-C Front	Screen Print 2-C Back
56880	12196	Gamer Outreach (1cf)	""	Screen Print 1-C Front
56881	12197	Mile High Drinking Club--St. Pats (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56883	12199	WFTD - Water Based Prints	Water-based + discharge print on front and back of provided brown t-shirts	3C-F	 2C-B
56884	12200	Q Shirt - DTG-W F	""	Direct To Garment Front
56888	12204	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56889	12205	1cF/0cB	""	Screen Print 1-C Front
56890	12206	Campaign Shirts - 2CF	2CF pantone print on front of white tees	Screen Print 2-C Front
56890	12207	ROCKOUT - 1CF	1CF pantone print on front of white tees	Screen Print 1-C Front
56891	12210	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56892	12211	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56893	12213	IPAmy (DTG-FR/ BK) (No TRIPEL D on Back)	""	Direct To Garment Front Back
56893	12214	@Stoutgirl  (DTG-FR/ BK) (No TRIPEL D on Back)	""	Direct To Garment Front Back
56893	12215	Bam!  (DTG-FR/ BK) (No TRIPEL D on Back)	""	Direct To Garment Front Back
56893	12216	Normal Print (DTG-FR/ DTG-Bk)	""	Direct To Garment Front
56893	12217	Light Print (DTG-Fr/ DTG-Bk)	""	Direct To Garment Front
56894	12218	USA - (2cf  1cb)	USA - (2cf  1cb)	Screen Print 2-C Front	Screen Print 1-C Back
56894	12219	Canada - (2cf  1cb)	Canada - (2cf  1cb)	Screen Print 2-C Front	Screen Print 1-C Back
56893	12222	Sweatshirt (DTG-Fr/ DTG-BK)	""	Direct To Garment Front
56897	12234	Walled Lake (1cf  transfer back)	""	Screen Print 1-C Front
56898	12235	DMUM Team 5C (1cf  1cb)	""	Screen Print 5-C Front	Screen Print 1-C Front	Screen Print 1-C Back
56899	12236	Smokers (dtg-381)	""	Direct To Garment Front (White Base)
56899	12237	Cheetah Print	""	DTG-W-F
56899	12238	Transfer Print (BLACK LOGO)	""	TR-F
56899	12239	White Print (DTG)	""	Direct To Garment Front
56899	12240	Pink Design (Dtg-381W)	""	Direct To Garment Front (White Base)
56899	12241	Royal Logo (DTG-FR)	""	Direct To Garment Front
56900	12242	Ann Arbor United Soccer Club EMB	""	Embroidery
56846	12244	Last Late Addition (3cb)	""	Screen Print 3-C Back
56901	12245	Shooting Shirts (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56901	12247	Shorts (1cf) Reversible	""	Screen Print 1-C Front
56903	12251	Additional Sweatshirt (1cf)	""	Screen Print 1-C Front
56902	12250	Job 1 - 1cF/0cB	""	Screen Print 1-C Front
56903	12252	Shorts (1cf)	""	Screen Print 1-C Front
56902	12253	Job 2 - 1cF Embroidery + Unique Embroidered Names	""	Screen Print 1-C Front	Embroidery
56907	12259	Tax Season is Over (DTG-FR/ Transfer Back)	""	Direct To Garment Front
56904	12255	1cF/0cB	""	Screen Print 1-C Front
56905	12256	6cF/0cB	""	Screen Print 6-C Front
56906	12257	Rockin' Lock-In  2014 (2cf)	""	Screen Print 2-C Front
56902	12258	Job 3 - 1/4 zips - 1cF/0cB	""	Screen Print 1-C Front
56908	12260	Final Red Polo	""	EMB-LC
56910	12262	Development Tees Extras	""	DTG-W-F	 DTG-W-B
56911	12263	AGD Snapback	""	EMB-F
56912	12264	Canadian Shirt (DTG)	""	Direct To Garment Front
56913	12265	1cF/1cCollar	""	Screen Print 1-C Front
56914	12266	Fahalo life guard tees (1cf)	""	Screen Print 1-C Front
56915	12267	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56916	12268	Kobbe Rush Order	Digital print on front of green tees  unique digital print on back	Direct To Garment Front Back
56917	12269	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56918	12271	Smokers (dtg-381)	""	Direct To Garment Front (White Base)
56918	12273	Black History Month (DTG-381W)	""	Direct To Garment Front (White Base)
56919	12274	DMUM Team A8 (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56920	12275	1cF/0cB	""	Screen Print 1-C Front
56921	12276	Regal Building Services	""	DTG-W-F
56922	12277	Hungry Eagle Indoor Sprints - 1CF(2SF)	""	Screen Print 1-C Front	Screen Print 2-C Front Sleeve
56923	12278	Legends Polos - Emb. LC	""	Embroidery
56924	12279	EHS 2014 - 2CF(2SF) - 2CB(3SB)	""	Screen Print 2-C Front	Screen Print 2-C Back	Screen Print 2-C Front Sleeve	Screen Print 3-C Back Sleeve
56925	12280	KAF - LAO 5K - 2CF  5CB  1CS  4CS	Black cotton shirts with 2 color print on front  1 color print on right sleeve  4 color print on left sleeve  and 5 color print on back.	Screen Print 2-C Front	Screen Print 5-C Back	Screen Print 1-C Sleeve	Screen Print 4-C Sleeve
56926	12281	Tai Chi Class Tees (1cf)	""	Screen Print 1-C Front
56927	12282	DMUM Jungle Cats--Team1C (3cf)	""	Screen Print 1-C Front	Screen Print 3-C Front
56930	12290	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56931	12291	Embroidery - Front only  left chest	""	Embroidery
56934	12295	Michigan Daily Shirt (Dtg-381)	""	Direct To Garment Front (White Base)
56935	12299	DMUM Crew Toddler Tee F/B	""	DTG-W-F	 DTG-W-B
56936	12300	Father Wicking Tee	""	1C-F
56937	12301	1cF/1cB	""	Screen Print 1-C Front	Screen Print 1-C Back
56938	12302	SigEp Winterfest (1cf  4cb)	""	Screen Print 1-C Front	Screen Print 4-C Back
56945	12318	Bachelor Party Tees (3cf)	""	Screen Print 3-C Front
56945	12319	Bachelor Tee (DTG-381W)	""	Direct To Garment Front (White Base)
56946	12320	1cF/0cB	""	Screen Print 1-C Front
56947	12321	1cF/0cB	""	Screen Print 1-C Front
56948	12323	Team King (DTG-Fr  # on Back)	""	Direct To Garment Front
56948	12324	Youth Shirts (DTG-381)	""	Direct To Garment Front (White Base)
56949	12325	Wedding Tee (DTG-FR/ Back)	""	Direct To Garment Front
56950	12326	UBE Machinery (EMB)	""	Embroidery
56951	12327	1cF/0cB	""	Screen Print 1-C Front
56952	12328	Backpack Embroidery	""	Embroidery
56953	12329	1cF/0cB	""	Screen Print 1-C Front
56954	12330	DMUM ETR (DTG-381)	""	Direct To Garment Front (White Base)
56955	12331	Charge Syndrome Round 2 (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56956	12333	St. Pat Cal (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56956	12334	St. Patrick's 89X BUD LIGHT (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56956	12335	St. Patrick's 89X LABATT (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56957	12336	The River BUD LIGHT (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56957	12337	The River Labatt (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56944	12338	Transfers	""	2C-F
56959	12340	"Phi Sig Little Sister (light blue 9"" wide fluidity font)"	""	EMB-F
56960	12341	Go Crazy Price Is Right (1cf)	""	Screen Print 1-C Front
56961	12342	ThoughtWorks Peach Shirts - DTG  DTG	Orange print on left chest  and full color print on full back of charcoal shirts.	Direct To Garment Front
56962	12343	Embroidered stock font one side	""	Embroidery
56963	12344	"1cF/1cB + Unique Numbers (8"" Gold ""Soccer"")"	""	Screen Print 1-C Front	Screen Print 1-C Back
56964	12345	Gryphons (1cf)	""	Screen Print 1-C Front
56964	12346	Knights (1cf)	""	Screen Print 1-C Front
56965	12347	IOE Polo's (EMB)	""	Embroidery
56966	12348	ThoughtWorks - Texas - 2CF  3CB	Two color (blue + white underbase) print on left chest. Three color (red + blue + white underbase) on back screen print	Screen Print 2-C Front	Screen Print 3-C Back
56968	12352	Systems in Motion (DTG)	""	Direct To Garment Front
56969	12353	PCT Re-Stitch (EMB)	""	Embroidery
56970	12354	O'Bryan Designs Sweatshirts (1cf  transfer back)	""	Screen Print 1-C Front
56972	12357	ODVA Embroidery	""	Embroidery
56973	12358	1cF/0cF	""	Screen Print 1-C Front
56974	12359	P'Lacio's Hat Emb (puff)	""	Embroidery
56974	12360	Additional Hat (EMB)	""	Embroidery
56975	12361	JZHL Cup Reprint (DTG)	""	Direct To Garment Front
56976	12362	US Poured Out (3cs. 1cf  4cb)	""	Screen Print 1-C Front	Screen Print 4-C Back	Screen Print 3-C Sleeve
56926	12363	BLack Shirts (1cf)	""	Screen Print 1-C Front
56977	12367	Character Logo (1cf  1cb) Names	""	Screen Print 1-C Front	Screen Print 1-C Back
56977	12368	Track Jackets (1cf  4cb) Names	""	Screen Print 1-C Front	Screen Print 4-C Back
56977	12369	Sweatpants (1cf)	""	Screen Print 1-C Front
56950	12370	Silver Thread	""	Embroidery
56978	12371	Confluence Tees (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56979	12372	1cF/0cB	""	Screen Print 1-C Front
56980	12373	Names on Travel Cases (EMB)	"Gold Stitching  Script-type Font  1"" tall  [first initial][last name]"	Embroidery
57064	12542	Lowczars (1cf)	""	Screen Print 1-C Front
56981	12375	Spirit Wear Design (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
57063	12541	Great Legs Winery (EMB)	""	Embroidery
56955	12377	Additional Large Tee	""	1C-F	 1C-B
56982	12378	UM History Department (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56983	12379	Ann Arbor Soup (1cf)	""	Screen Print 1-C Front
56984	12380	Dundee Basketball Jerseys (# transfers)	""	TR-B
56985	12381	UM Geology (EMB)	""	Embroidery
56987	12384	"""I know who I want to take me home"""	""	2C-F	 1C-B
56987	12385	"""Well I guess this is growing up"""	""	2C-F	 1C-B
56987	12386	"""Just go ahead now"""	""	2C-F	 1C-B
56987	12387	"""Only shooting stars break the mold"""	""	2C-F	 1C-B
56987	12388	Swallow your pride. Choke on the rinds	""	2C-F	 1C-B
56987	12389	The four right chords that make your cry	""	2C-F	 1C-B
56988	12390	Curve Appeal Part 2 (1cf)	""	Screen Print 1-C Front
56989	12391	Ann Arbor Gnus (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56990	12392	AA Dance Classics (1cf  1cb + names)	""	Screen Print 1-C Front	Screen Print 1-C Back
56991	12394	Jackets (2cf  2cb)	"Left chest logo

Back Logo--add phone number"	Screen Print 2-C Front	Screen Print 2-C Back
56992	12395	Support Tees Samples (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56992	12396	Custom Pantone (1cf  1cb)	""	Screen Print 1-C Front	Screen Print 1-C Back
56998	12413	TLC Tees (2cf  2cb)	""	Screen Print 2-C Front	Screen Print 2-C Back
56999	12414	Lightning Cheer Tees (1cf)	""	Screen Print 1-C Front
57000	12415	May Custom Guitars (1cf)	""	Screen Print 1-C Front
57001	12417	Sale Shirts (6cf  1cb)	""	Screen Print 6-C Front	Screen Print 1-C Back
57002	12418	Poly. Shirts - 2CF(2SF)	""	Screen Print 2-C Front	Screen Print 2-C Front Sleeve
56964	12429	Knights Additional Tee (1cf)	""	Screen Print 1-C Front
57002	12420	Hoodie - DTG-W F	""	Direct To Garment Front
57001	12421	Staff (Male) (DTG-381)	""	Direct To Garment Front (White Base)
57001	12422	Staff (FEMALE) (DTG-381W)	""	Direct To Garment Front (White Base)
57001	12423	Founders Club (DTG-381W)	""	Direct To Garment Front (White Base)
57001	12425	Tote Bags (EMB)	""	Embroidery
57004	12432	Live Travel Adventure Bless (1cf)	""	Screen Print 1-C Front
57005	12433	AKC Superman (1cf  1cs  names)	""	Screen Print 1-C Front	Screen Print 1-C Sleeve
57005	12434	Smaller Screen (1cf  1cs  Names)	""	Screen Print 1-C Front	Screen Print 1-C Sleeve
57006	12435	M-Law Hockey Towels  (1cf)	""	Screen Print 1-C Front
57008	12437	Hockey Sweatshirts (EMB)	""	Embroidery
57008	12438	Hockey Sweatshirts (2cf)	""	Screen Print 2-C Front
